310	377	35
311	209	31
312	718	30
313	872	30
314	108	26
315	884	24
316	750	21
317	604	19
318	816	14
319	960	13
320	730	11
321	28	8
322	401	2
323	915	1
324	796	-1
325	848	-4
326	420	-5
327	178	-7
328	574	-10
329	781	-12
330	302	-14
331	434	-19
332	642	-19
333	214	-23
334	785	-24
335	966	-25
336	928	-27
337	43	-29
338	298	-31
339	910	-32
340	888	-33
341	752	-36
342	876	-36
343	454	-37
344	560	-40
345	153	-42
346	240	-42
347	732	-42
348	870	-42
349	384	-46
350	963	-46
351	95	-49
352	621	-49
353	756	-49
354	788	-50
355	116	-54
356	177	-55
357	24	-58
358	27	-64
359	999	-65
360	77	-66
361	559	-66
362	109	-67
363	120	-69
364	455	-69
365	333	-72
366	822	-72
367	146	-73
368	290	-73
369	561	-74
370	806	-76
371	936	-76
372	91	-77
373	5	-79
374	287	-81
375	102	-84
376	609	-86
377	224	-88
378	344	-93
379	973	-97
380	874	-98
381	688	-99
382	790	-103
383	297	-104
384	525	-105
385	490	-108
386	470	-110
387	838	-120
388	34	-126
389	825	-126
390	863	-126
391	0	-128
392	2	-128
393	3	-128
394	4	-128
395	6	-128
396	7	-128
397	9	-128
398	10	-128
399	11	-128
400	14	-128
401	16	-128
402	17	-128
403	18	-128
404	19	-128
405	20	-128
406	21	-128
407	23	-128
408	25	-128
409	32	-128
410	33	-128
411	35	-128
412	36	-128
413	37	-128
414	38	-128
415	39	-128
416	41	-128
417	42	-128
418	46	-128
419	47	-128
420	49	-128
421	50	-128
422	51	-128
423	52	-128
424	53	-128
425	54	-128
426	55	-128
427	57	-128
428	58	-128
429	59	-128
430	62	-128
431	63	-128
432	66	-128
433	67	-128
434	69	-128
435	70	-128
436	72	-128
437	73	-128
438	74	-128
439	75	-128
440	76	-128
441	78	-128
442	80	-128
443	81	-128
444	82	-128
445	85	-128
446	86	-128
447	89	-128
448	92	-128
449	93	-128
450	94	-128
451	96	-128
452	97	-128
453	98	-128
454	99	-128
455	100	-128
456	103	-128
457	105	-128
458	106	-128
459	110	-128
460	111	-128
461	112	-128
462	113	-128
463	117	-128
464	121	-128
465	122	-128
466	123	-128
467	126	-128
468	127	-128
469	128	-128
470	129	-128
471	130	-128
472	131	-128
473	132	-128
474	133	-128
475	134	-128
476	138	-128
477	139	-128
478	141	-128
479	142	-128
480	144	-128
481	145	-128
482	149	-128
483	150	-128
484	152	-128
485	154	-128
486	156	-128
487	157	-128
488	158	-128
489	159	-128
490	160	-128
491	161	-128
492	162	-128
493	163	-128
494	164	-128
495	166	-128
496	167	-128
497	171	-128
498	172	-128
499	173	-128
500	175	-128
501	176	-128
502	179	-128
503	180	-128
504	181	-128
505	183	-128
506	185	-128
507	186	-128
508	190	-128
509	191	-128
510	192	-128
511	193	-128
512	194	-128
513	195	-128
514	196	-128
515	197	-128
516	200	-128
517	202	-128
518	203	-128
519	204	-128
520	206	-128
521	207	-128
522	211	-128
523	217	-128
524	219	-128
525	221	-128
526	222	-128
527	223	-128
528	225	-128
529	226	-128
530	230	-128
531	231	-128
532	232	-128
533	234	-128
534	235	-128
535	236	-128
536	237	-128
537	238	-128
538	241	-128
539	243	-128
540	244	-128
541	246	-128
542	247	-128
543	248	-128
544	249	-128
545	250	-128
546	251	-128
547	254	-128
548	255	-128
549	256	-128
550	261	-128
551	262	-128
552	263	-128
553	264	-128
554	265	-128
555	266	-128
556	267	-128
557	268	-128
558	269	-128
559	270	-128
560	272	-128
561	273	-128
562	274	-128
563	275	-128
564	276	-128
565	277	-128
566	278	-128
567	281	-128
568	282	-128
569	285	-128
570	288	-128
571	289	-128
572	291	-128
573	292	-128
574	293	-128
575	294	-128
576	295	-128
577	301	-128
578	303	-128
579	306	-128
580	308	-128
581	309	-128
582	310	-128
583	313	-128
584	314	-128
585	316	-128
586	318	-128
587	320	-128
588	323	-128
589	324	-128
590	326	-128
591	328	-128
592	329	-128
593	330	-128
594	332	-128
595	334	-128
596	337	-128
597	338	-128
598	339	-128
599	340	-128
600	342	-128
601	343	-128
602	348	-128
603	349	-128
604	350	-128
605	353	-128
606	354	-128
607	355	-128
608	357	-128
609	358	-128
610	361	-128
611	365	-128
612	368	-128
613	369	-128
614	372	-128
615	373	-128
616	375	-128
617	378	-128
618	379	-128
619	381	-128
620	382	-128
621	383	-128
622	385	-128
623	386	-128
624	387	-128
625	388	-128
626	389	-128
627	390	-128
628	392	-128
629	398	-128
630	399	-128
631	400	-128
632	402	-128
633	403	-128
634	404	-128
635	405	-128
636	407	-128
637	410	-128
638	411	-128
639	412	-128
640	413	-128
641	415	-128
642	417	-128
643	419	-128
644	421	-128
645	422	-128
646	424	-128
647	425	-128
648	426	-128
649	427	-128
650	428	-128
651	429	-128
652	430	-128
653	433	-128
654	436	-128
655	438	-128
656	439	-128
657	442	-128
658	443	-128
659	444	-128
660	445	-128
661	446	-128
662	447	-128
663	448	-128
664	450	-128
665	451	-128
666	452	-128
667	458	-128
668	459	-128
669	460	-128
670	462	-128
671	464	-128
672	465	-128
673	466	-128
674	467	-128
675	468	-128
676	469	-128
677	471	-128
678	472	-128
679	473	-128
680	474	-128
681	475	-128
682	477	-128
683	478	-128
684	480	-128
685	482	-128
686	484	-128
687	485	-128
688	486	-128
689	488	-128
690	491	-128
691	494	-128
692	496	-128
693	497	-128
694	499	-128
695	500	-128
696	501	-128
697	503	-128
698	505	-128
699	508	-128
700	509	-128
701	511	-128
702	513	-128
703	514	-128
704	515	-128
705	516	-128
706	517	-128
707	519	-128
708	520	-128
709	522	-128
710	523	-128
711	524	-128
712	526	-128
713	529	-128
714	532	-128
715	533	-128
716	534	-128
717	535	-128
718	536	-128
719	537	-128
720	538	-128
721	539	-128
722	540	-128
723	543	-128
724	544	-128
725	546	-128
726	547	-128
727	550	-128
728	551	-128
729	552	-128
730	553	-128
731	554	-128
732	555	-128
733	556	-128
734	557	-128
735	563	-128
736	564	-128
737	565	-128
738	567	-128
739	568	-128
740	569	-128
741	570	-128
742	575	-128
743	577	-128
744	578	-128
745	579	-128
746	581	-128
747	583	-128
748	585	-128
749	586	-128
750	587	-128
751	588	-128
752	592	-128
753	594	-128
754	597	-128
755	598	-128
756	600	-128
757	602	-128
758	603	-128
759	605	-128
760	606	-128
761	607	-128
762	608	-128
763	610	-128
764	611	-128
765	618	-128
766	619	-128
767	620	-128
768	625	-128
769	628	-128
770	630	-128
771	631	-128
772	632	-128
773	633	-128
774	634	-128
775	635	-128
776	636	-128
777	638	-128
778	641	-128
779	644	-128
780	645	-128
781	646	-128
782	647	-128
783	649	-128
784	651	-128
785	652	-128
786	653	-128
787	654	-128
788	656	-128
789	657	-128
790	659	-128
791	661	-128
792	663	-128
793	665	-128
794	666	-128
795	667	-128
796	669	-128
797	670	-128
798	672	-128
799	673	-128
800	675	-128
801	680	-128
802	681	-128
803	682	-128
804	683	-128
805	684	-128
806	686	-128
807	687	-128
808	692	-128
809	693	-128
810	694	-128
811	696	-128
812	697	-128
813	700	-128
814	701	-128
815	703	-128
816	704	-128
817	708	-128
818	709	-128
819	711	-128
820	712	-128
821	713	-128
822	715	-128
823	716	-128
824	717	-128
825	720	-128
826	721	-128
827	722	-128
828	723	-128
829	724	-128
830	725	-128
831	726	-128
832	727	-128
833	729	-128
834	733	-128
835	735	-128
836	736	-128
837	737	-128
838	738	-128
839	739	-128
840	740	-128
841	741	-128
842	744	-128
843	745	-128
844	747	-128
845	748	-128
846	749	-128
847	751	-128
848	753	-128
849	754	-128
850	758	-128
851	759	-128
852	760	-128
853	762	-128
854	764	-128
855	765	-128
856	766	-128
857	767	-128
858	768	-128
859	769	-128
860	771	-128
861	772	-128
862	774	-128
863	775	-128
864	776	-128
865	777	-128
866	780	-128
867	782	-128
868	786	-128
869	787	-128
870	789	-128
871	793	-128
872	797	-128
873	798	-128
874	800	-128
875	801	-128
876	802	-128
877	803	-128
878	804	-128
879	807	-128
880	808	-128
881	810	-128
882	811	-128
883	812	-128
884	813	-128
885	815	-128
886	817	-128
887	818	-128
888	819	-128
889	821	-128
890	824	-128
891	826	-128
892	827	-128
893	828	-128
894	829	-128
895	830	-128
896	832	-128
897	836	-128
898	837	-128
899	839	-128
900	840	-128
901	843	-128
902	844	-128
903	845	-128
904	846	-128
905	847	-128
906	849	-128
907	850	-128
908	851	-128
909	853	-128
910	854	-128
911	855	-128
912	857	-128
913	858	-128
914	859	-128
915	860	-128
916	861	-128
917	862	-128
918	867	-128
919	868	-128
920	869	-128
921	871	-128
922	873	-128
923	875	-128
924	878	-128
925	879	-128
926	880	-128
927	881	-128
928	882	-128
929	883	-128
930	889	-128
931	890	-128
932	891	-128
933	892	-128
934	893	-128
935	894	-128
936	895	-128
937	896	-128
938	897	-128
939	901	-128
940	902	-128
941	904	-128
942	907	-128
943	908	-128
944	909	-128
945	911	-128
946	914	-128
947	916	-128
948	917	-128
949	918	-128
950	920	-128
951	921	-128
952	923	-128
953	926	-128
954	929	-128
955	931	-128
956	932	-128
957	933	-128
958	934	-128
959	935	-128
960	937	-128
961	938	-128
962	939	-128
963	941	-128
964	942	-128
965	943	-128
966	944	-128
967	946	-128
968	949	-128
969	950	-128
970	951	-128
971	952	-128
972	954	-128
973	955	-128
974	956	-128
975	957	-128
976	958	-128
977	959	-128
978	961	-128
979	964	-128
980	965	-128
981	968	-128
982	969	-128
983	970	-128
984	974	-128
985	977	-128
986	978	-128
987	979	-128
988	981	-128
989	982	-128
990	983	-128
991	984	-128
992	985	-128
993	986	-128
994	987	-128
995	989	-128
996	992	-128
997	994	-128
998	996	-128
999	997	-128
1000	998	-128
